Facility,Company.x,Total.Industrial.Process.2010,Total.Flaring.2010,Total.Venting.2010,Total.Fugitive.2010,Total.On.site.Transportation.2010,Total.Waste.2010,Total.Wastewater.2010,Total.untaxed.2010,Total.Industrial.Process.2011,Total.Flaring.2011,Total.Venting.2011,Total.Fugitive.2011,Total.On.site.Transportation.2011,Total.Waste.2011,Total.Wastewater.2011,Total.untaxed.2011,Total.Industrial.Process.2012,Total.Flaring.2012,Total.Venting.2012,Total.Fugitive.2012,Total.On.site.Transportation.2012,Total.Waste.2012,Total.Wastewater.2012,Total.untaxed.2012
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,66236,101507,68734, -   , -   , -   ,236477,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,1398,19,7842, -   , -   , -   ,9259,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,11600,3061,8369, -   , -   , -   ,23030,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,170,513,1246, -   , -   , -   ,1929,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,1898,12945,20444, -   , -   , -   ,35287,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,2662,1566,1292, -   , -   , -   ,5520,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   , -   , -   ,1311, -   , -   , -   ,1311,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,34119,22384,13843, -   , -   , -   ,70346,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,24, -   ,702, -   , -   , -   ,726,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,4162,3370,14438, -   , -   , -   ,21970,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,5781,98255,84183, -   , -   , -   ,188219,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,22252,4043,456, -   , -   , -   ,26751,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,2454,4504,4804, -   , -   , -   ,11762,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   , -   ,22,567, -   , -   , -   ,589,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,6118, -   ,1151, -   , -   , -   ,7269,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,2617,6462,16537, -   , -   , -   ,25616,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,2176,10400,14379, -   , -   , -   ,26955,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,10293,2418,6518, -   , -   , -   ,19229,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,1684,10,334, -   , -   , -   ,2028,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,2547,7039,6792, -   , -   , -   ,16378,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,10808,16835,18303, -   , -   , -   ,45946,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,1504, -   ,550, -   , -   , -   ,2054,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,1260,4232,1678, -   , -   , -   ,7170,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,1006,9255,16013, -   , -   , -   ,26274,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,2078,14475,10926, -   , -   , -   ,27479,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   , -   ,8152,1784, -   , -   , -   ,9936,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,2756,10924,8261, -   , -   , -   ,21941,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,3008,4102,10677, -   , -   , -   ,17787,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   , -   ,254,1097, -   , -   , -   ,1351,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,2,13440,60541, -   , -   , -   ,73983,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,11,665,233, -   , -   , -   ,909,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,12159,1347,3253, -   , -   , -   ,16759,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,1823,1741,11794, -   , -   , -   ,15358,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,24840,152515,311153, -   , -   , -   ,488508,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   , -   , -   ,27828, -   , -   , -   ,27828,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,9573,16712,16553, -   , -   , -   ,42838,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Terra Energy Corporation,0,2741,2724,9351,0,0,0,14816, -   ,585,16591,12557, -   , -   , -   ,29733,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   , -   ,30,142, -   , -   , -   ,172,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   , -   ,3329,7850, -   , -   , -   ,11179,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,500,5616,6922, -   , -   , -   ,13038,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,5138,2402,3937, -   , -   , -   ,11477,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,6923,18897,16276, -   , -   , -   ,42096,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,236,5783,1127, -   , -   , -   ,7146,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,66236,101507,68734, -   , -   , -   ,236477,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,1398,19,7842, -   , -   , -   ,9259,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,11600,3061,8369, -   , -   , -   ,23030,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,170,513,1246, -   , -   , -   ,1929,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,1898,12945,20444, -   , -   , -   ,35287,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,2662,1566,1292, -   , -   , -   ,5520,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   , -   , -   ,1311, -   , -   , -   ,1311,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,34119,22384,13843, -   , -   , -   ,70346,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,24, -   ,702, -   , -   , -   ,726,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,4162,3370,14438, -   , -   , -   ,21970,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,5781,98255,84183, -   , -   , -   ,188219,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,22252,4043,456, -   , -   , -   ,26751,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,2454,4504,4804, -   , -   , -   ,11762,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   , -   ,22,567, -   , -   , -   ,589,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,6118, -   ,1151, -   , -   , -   ,7269,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,2617,6462,16537, -   , -   , -   ,25616,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,2176,10400,14379, -   , -   , -   ,26955,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,10293,2418,6518, -   , -   , -   ,19229,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,1684,10,334, -   , -   , -   ,2028,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,2547,7039,6792, -   , -   , -   ,16378,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,10808,16835,18303, -   , -   , -   ,45946,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,1504, -   ,550, -   , -   , -   ,2054,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,1260,4232,1678, -   , -   , -   ,7170,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,1006,9255,16013, -   , -   , -   ,26274,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,2078,14475,10926, -   , -   , -   ,27479,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   , -   ,8152,1784, -   , -   , -   ,9936,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,2756,10924,8261, -   , -   , -   ,21941,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,3008,4102,10677, -   , -   , -   ,17787,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   , -   ,254,1097, -   , -   , -   ,1351,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,2,13440,60541, -   , -   , -   ,73983,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,11,665,233, -   , -   , -   ,909,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,12159,1347,3253, -   , -   , -   ,16759,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,1823,1741,11794, -   , -   , -   ,15358,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,24840,152515,311153, -   , -   , -   ,488508,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   , -   , -   ,27828, -   , -   , -   ,27828,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,9573,16712,16553, -   , -   , -   ,42838,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Harvest Operations Corp.,0,2667,2724,6221,0,2,0,11614, -   ,585,16591,12557, -   , -   , -   ,29733,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   , -   ,30,142, -   , -   , -   ,172,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   , -   ,3329,7850, -   , -   , -   ,11179,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,500,5616,6922, -   , -   , -   ,13038,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,5138,2402,3937, -   , -   , -   ,11477,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,6923,18897,16276, -   , -   , -   ,42096,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,236,5783,1127, -   , -   , -   ,7146,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,66236,101507,68734, -   , -   , -   ,236477,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,1398,19,7842, -   , -   , -   ,9259,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,11600,3061,8369, -   , -   , -   ,23030,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,170,513,1246, -   , -   , -   ,1929,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,1898,12945,20444, -   , -   , -   ,35287,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,2662,1566,1292, -   , -   , -   ,5520,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   , -   , -   ,1311, -   , -   , -   ,1311,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,34119,22384,13843, -   , -   , -   ,70346,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,24, -   ,702, -   , -   , -   ,726,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,4162,3370,14438, -   , -   , -   ,21970,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,5781,98255,84183, -   , -   , -   ,188219,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,22252,4043,456, -   , -   , -   ,26751,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,2454,4504,4804, -   , -   , -   ,11762,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   , -   ,22,567, -   , -   , -   ,589,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,6118, -   ,1151, -   , -   , -   ,7269,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,2617,6462,16537, -   , -   , -   ,25616,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,2176,10400,14379, -   , -   , -   ,26955,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,10293,2418,6518, -   , -   , -   ,19229,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,1684,10,334, -   , -   , -   ,2028,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,2547,7039,6792, -   , -   , -   ,16378,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,10808,16835,18303, -   , -   , -   ,45946,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,1504, -   ,550, -   , -   , -   ,2054,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,1260,4232,1678, -   , -   , -   ,7170,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,1006,9255,16013, -   , -   , -   ,26274,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,2078,14475,10926, -   , -   , -   ,27479,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   , -   ,8152,1784, -   , -   , -   ,9936,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,2756,10924,8261, -   , -   , -   ,21941,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,3008,4102,10677, -   , -   , -   ,17787,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   , -   ,254,1097, -   , -   , -   ,1351,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,2,13440,60541, -   , -   , -   ,73983,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,11,665,233, -   , -   , -   ,909,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,12159,1347,3253, -   , -   , -   ,16759,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,1823,1741,11794, -   , -   , -   ,15358,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,24840,152515,311153, -   , -   , -   ,488508,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   , -   , -   ,27828, -   , -   , -   ,27828,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,9573,16712,16553, -   , -   , -   ,42838,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Pengrowth Energy Corporation,0,1914,2796,16661,0,0,0,21371, -   ,585,16591,12557, -   , -   , -   ,29733,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Baytex Energy,0,759,10,2647,0,0,0,3416, -   , -   ,30,142, -   , -   , -   ,172,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Baytex Energy,0,759,10,2647,0,0,0,3416, -   , -   ,3329,7850, -   , -   , -   ,11179,NA,NA,NA,NA,NA,NA,NA,0
"BC Aggregated Facilities (E < 10,000 tCO2e each)",Baytex Energy,0,759,10,2647,0,0,0,3416, -   ,500,5616,6922, -   , -   , -   ,13038,NA,NA,NA,NA,NA,NA,NA,0
